source	type	variable	value	term
Aurum	Medcode	TYPE 1 DIABETES	8014491000006111	Peripheral vascular disease due to type I diabetes
Aurum	Medcode	TYPE 1 DIABETES	8014501000006115	Diabetes mellitus type 1 without retinopathy
Aurum	Medcode	TYPE 1 DIABETES	8019521000006112	Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8019531000006110	Proliferative retinopathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8019541000006117	Blindness due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022401000006115	Hypertension in chronic kidney disease due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022411000006117	Hypertension in chronic kidney disease due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022431000006111	Nephrotic syndrome due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022441000006118	Neuropathic arthropathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022461000006119	Diabetic neuropathic arthropathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022471000006114	Diabetes mellitus type 1 with diabetic Charcot's arthropathy
Aurum	Medcode	TYPE 1 DIABETES	8022481000006112	Peripheral neuropathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022491000006110	Peripheral neuropathy co-occurrent and due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022541000006117	Diabetic dermopathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022551000006115	Severe malnutrition due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022561000006118	Osteomyelitis due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8022601000006118	Chronic ulcer of skin due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8024761000006118	Traction retinal detachment due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8024771000006113	Rubeosis iridis due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8025171000006111	Hypoglycaemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8025181000006114	Hypoglycemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8026051000006110	Ankle ulcer due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8026061000006112	Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8026071000006117	Forefoot ulcer due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027391000006115	Chronic kidney disease stage 1 due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027401000006118	Chronic kidney disease stage 1 due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027411000006115	Chronic kidney disease stage 2 due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027421000006111	Chronic kidney disease stage 2 due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027451000006119	Chronic kidney disease stage 3 due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027461000006117	Chronic kidney disease stage 3 due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027471000006112	Chronic kidney disease stage 4 due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027481000006110	Chronic kidney disease stage 4 due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027491000006113	Chronic kidney disease stage 5 due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027501000006117	Chronic kidney disease stage 5 due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8027511000006119	End stage renal disease on dialysis due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8030331000006117	Chronic kidney disease due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8030341000006110	Chronic kidney disease due to type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032081000006115	Sensory neuropathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032731000006119	Retinal ischaemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032741000006112	Retinal ischemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032751000006114	Diabetic vitreous haemorrhage due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032761000006111	Vitreous haemorrhage due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032771000006116	Vitreous hemorrhage due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8032781000006118	Diabetic vitreous hemorrhage due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8034431000006118	Retinal oedema due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8034441000006111	Retinal edema due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8034841000006114	Ulcer of lower limb due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8037821000006110	Hypoglycaemic unawareness in type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8037831000006113	Hypoglycemic unawareness in type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8040341000006111	Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8043321000006114	Hyperlipidaemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8043331000006112	Hyperlipidemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8043591000006119	Mild nonproliferative retinopathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8043601000006110	Moderate nonproliferative retinopathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8050091000006115	Foot ulcer due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8077141000006113	Proteinuria due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8119331000006114	Hyperglycaemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8119341000006116	Hyperglycemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8120371000006113	Dyslipidemia due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	8232101000006117	Referral to type I diabetes structured education programme
Aurum	Medcode	TYPE 1 DIABETES	8232111000006119	Referral to type 1 diabetes structured education programme
Aurum	Medcode	TYPE 1 DIABETES	84281000006115	Type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	84291000006117	Type 1 diabetes mellitus - poor control
Aurum	Medcode	TYPE 1 DIABETES	84301000006116	Type 1 diabetes mellitus maturity onset
Aurum	Medcode	TYPE 1 DIABETES	84311000006118	Type 1 diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 1 DIABETES	84321000006114	Type 1 diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 1 DIABETES	84331000006112	Type 1 diabetes mellitus with gangrene
Aurum	Medcode	TYPE 1 DIABETES	84341000006119	Type 1 diabetes mellitus with hypoglycaemic coma
Aurum	Medcode	TYPE 1 DIABETES	84351000006117	Type 1 diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 1 DIABETES	84361000006115	Type 1 diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 1 DIABETES	84371000006110	Type 1 diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 1 DIABETES	84381000006113	Type 1 diabetes mellitus with neurological complications
Aurum	Medcode	TYPE 1 DIABETES	84391000006111	Type 1 diabetes mellitus with neuropathic arthropathy
Aurum	Medcode	TYPE 1 DIABETES	84401000006113	Type 1 diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 1 DIABETES	8440231000006115	Eating disorder co-occurrent with diabetes mellitus type 1
Aurum	Medcode	TYPE 1 DIABETES	8440241000006113	ED-DMT1 - Eating disorder-diabetes mellitus type 1
Aurum	Medcode	TYPE 1 DIABETES	84411000006111	Type 1 diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 1 DIABETES	84421000006115	Type 1 diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 1 DIABETES	84431000006117	Type 1 diabetes mellitus with renal complications
Aurum	Medcode	TYPE 1 DIABETES	84441000006110	Type 1 diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 1 DIABETES	84451000006112	Type 1 diabetes mellitus with ulcer
Aurum	Medcode	TYPE 1 DIABETES	84461000006114	Type 1 diabetes mellitus without complication
Aurum	Medcode	TYPE 1 DIABETES	84651000006114	Type I diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	84661000006111	Type I diabetes mellitus poorly controlled
Aurum	Medcode	TYPE 1 DIABETES	84671000006116	Type I diabetes mellitus maturity onset
Aurum	Medcode	TYPE 1 DIABETES	84681000006118	Type I diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 1 DIABETES	84691000006115	Cataract due to diabetes mellitus type 1
Aurum	Medcode	TYPE 1 DIABETES	84701000006115	Type I diabetes mellitus with gangrene
Aurum	Medcode	TYPE 1 DIABETES	84711000006117	Type I diabetes mellitus with hypoglycaemic coma
Aurum	Medcode	TYPE 1 DIABETES	84721000006113	Mononeuropathy with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	84731000006111	Multiple complications of type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	84741000006118	Type I diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 1 DIABETES	84751000006116	Type I diabetes mellitus with neurological complications
Aurum	Medcode	TYPE 1 DIABETES	84761000006119	Type I diabetes mellitus with neuropathic arthropathy
Aurum	Medcode	TYPE 1 DIABETES	84771000006114	Disorder of eye with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	84781000006112	Type I diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 1 DIABETES	84791000006110	Polyneuropathy due to diabetes mellitus type I
Aurum	Medcode	TYPE 1 DIABETES	84801000006111	Type I diabetes mellitus with renal complications
Aurum	Medcode	TYPE 1 DIABETES	84811000006114	Type I diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 1 DIABETES	84821000006118	Type I diabetes mellitus with ulcer
Aurum	Medcode	TYPE 1 DIABETES	84831000006115	Type I diabetes mellitus without complication
Aurum	Medcode	TYPE 1 DIABETES	881441000006111	Diabetes mellitus - juvenile
Aurum	Medcode	TYPE 1 DIABETES	913441000006119	Insulin-dependent diabetes mellitus with renal complications
Aurum	Medcode	TYPE 1 DIABETES	913451000006117	Type 1 diabetes mellitus with renal complications
Aurum	Medcode	TYPE 1 DIABETES	913461000006115	Type I diabetes mellitus with renal complications
Aurum	Medcode	TYPE 1 DIABETES	913471000006110	Insulin-dependent diabetes mellitus with ophthalmic comps
Aurum	Medcode	TYPE 1 DIABETES	913481000006113	Type 1 diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 1 DIABETES	913491000006111	Type I diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 1 DIABETES	913501000006115	Insulin-dependent diabetes mellitus with neurological comps
Aurum	Medcode	TYPE 1 DIABETES	913511000006117	Type 1 diabetes mellitus with neurological complications
Aurum	Medcode	TYPE 1 DIABETES	913521000006113	Neurological disorder with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	913531000006111	Insulin dependent diabetes mellitus with multiple complicat
Aurum	Medcode	TYPE 1 DIABETES	913541000006118	Type 1 diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 1 DIABETES	913551000006116	Type I diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 1 DIABETES	913621000006112	Insulin dependent diabetes mellitus with gangrene
Aurum	Medcode	TYPE 1 DIABETES	913651000006115	Insulin dependent diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 1 DIABETES	913661000006118	Retinopathy with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	913671000006113	Type I diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 1 DIABETES	913681000006111	Insulin dependent diabetes mellitus - poor control
Aurum	Medcode	TYPE 1 DIABETES	913711000006112	Insulin dependent diabetes maturity onset
Aurum	Medcode	TYPE 1 DIABETES	913771000006115	Insulin dependent diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 1 DIABETES	913781000006117	Type 1 diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 1 DIABETES	913791000006119	Type I diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 1 DIABETES	913801000006118	Insulin dependent diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 1 DIABETES	913811000006115	Type 1 diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 1 DIABETES	913821000006111	Type I diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 1 DIABETES	913831000006114	Insulin dependent diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 1 DIABETES	913841000006116	Renal disorder associated with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	913851000006119	Type I diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 1 DIABETES	913891000006113	Insulin dependent diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 1 DIABETES	913901000006112	Type 1 diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 1 DIABETES	913911000006110	Type I diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 1 DIABETES	913931000006116	Type 1 diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 1 DIABETES	913941000006114	Peripheral angiopathy due to type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	928461000006119	Persistent proteinuria associated with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	928471000006114	Type I diabetes mellitus with persistent proteinuria
Aurum	Medcode	TYPE 1 DIABETES	928491000006110	Type I diabetes mellitus with persistent microalbuminuria
Aurum	Medcode	TYPE 1 DIABETES	928501000006119	Ketoacidosis in type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	928511000006116	Type I diabetes mellitus with ketoacidosis
Aurum	Medcode	TYPE 1 DIABETES	928521000006112	Ketoacidotic coma in type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	928531000006110	Type I diabetes mellitus with ketoacidotic coma
Aurum	Medcode	TYPE 1 DIABETES	9312981000006112	Skin ulcer of toe due to diabetes mellitus type 1
Aurum	Medcode	TYPE 1 DIABETES	938301000006114	Exudative maculopathy with type 1 diabetes mellitus
Aurum	Medcode	TYPE 1 DIABETES	938311000006112	Type I diabetes mellitus with exudative maculopathy
Aurum	Medcode	TYPE 2 DIABETES	1223147012	Insulin treated Type II diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	1223148019	Insulin treated non-insulin dependent diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	1488898011	Hyperosmolar non-ketotic state in type 2 diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	197761014	Type 2 diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	259365016	Glucose tol. test diabetic
Aurum	Medcode	TYPE 2 DIABETES	280511000006113	Non-insulin dependent diabetes mellitus with hypoglyca coma
Aurum	Medcode	TYPE 2 DIABETES	280521000006117	Non-insulin dependent diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 2 DIABETES	280531000006119	Non-insulin dependent diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 2 DIABETES	280541000006112	Non-insulin dependent diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 2 DIABETES	280551000006114	Non-insulin dependent diabetes mellitus with ulcer
Aurum	Medcode	TYPE 2 DIABETES	280561000006111	Non-insulin-dependent d m with peripheral angiopath
Aurum	Medcode	TYPE 2 DIABETES	280571000006116	Non-insulin dependent diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	280581000006118	Non-insulin-dependent diabetes mellitus with multiple comps
Aurum	Medcode	TYPE 2 DIABETES	280591000006115	Non-insulin-dependent diabetes mellitus with neuro comps
Aurum	Medcode	TYPE 2 DIABETES	281161000006114	Non-insulin depend diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 2 DIABETES	281171000006119	Non-insulin dependent diabetes mellitus - poor control
Aurum	Medcode	TYPE 2 DIABETES	281181000006116	Non-insulin dependent d m with neuropathic arthropathy
Aurum	Medcode	TYPE 2 DIABETES	281211000006117	Non-insulin dependent diabetes mellitus with gangrene
Aurum	Medcode	TYPE 2 DIABETES	292483016	Diabetes mellitus, adult onset, with hyperosmolar coma
Aurum	Medcode	TYPE 2 DIABETES	292576013	Type II diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 2 DIABETES	292577016	Type 2 diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 2 DIABETES	292579018	Type 2 diabetes mellitus with ulcer
Aurum	Medcode	TYPE 2 DIABETES	292581016	Type II diabetes mellitus with ulcer
Aurum	Medcode	TYPE 2 DIABETES	292582011	Type II diabetes mellitus with gangrene
Aurum	Medcode	TYPE 2 DIABETES	292583018	Type 2 diabetes mellitus with gangrene
Aurum	Medcode	TYPE 2 DIABETES	292589019	Type II diabetes mellitus - poor control
Aurum	Medcode	TYPE 2 DIABETES	292590011	Type 2 diabetes mellitus - poor control
Aurum	Medcode	TYPE 2 DIABETES	299621000000117	Type 2 diabetes mellitus with gastroparesis
Aurum	Medcode	TYPE 2 DIABETES	306113018	Pre-existing diabetes mellitus, non-insulin-dependent
Aurum	Medcode	TYPE 2 DIABETES	457328010	Non-insulin-dependent diabetes mellitus without complication
Aurum	Medcode	TYPE 2 DIABETES	457329019	Type 2 diabetes mellitus without complication
Aurum	Medcode	TYPE 2 DIABETES	457330012	Type II diabetes mellitus without complication
Aurum	Medcode	TYPE 2 DIABETES	459167016	Type 2 diabetes mellitus with hypoglycaemic coma
Aurum	Medcode	TYPE 2 DIABETES	459169018	Type II diabetes mellitus with hypoglycaemic coma
Aurum	Medcode	TYPE 2 DIABETES	459306016	Type II diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 2 DIABETES	459308015	Type 2 diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 2 DIABETES	459309011	Non-insulin dependent diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 2 DIABETES	459310018	Type 2 diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 2 DIABETES	459311019	Type II diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 2 DIABETES	459312014	Type II diabetes mellitus with neuropathic arthropathy
Aurum	Medcode	TYPE 2 DIABETES	459313016	Type 2 diabetes mellitus with neuropathic arthropathy
Aurum	Medcode	TYPE 2 DIABETES	493773010	NIDDM - Non-insulin dependent diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	493774016	Type II diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	587111000006111	Non-insulin-dependent diabetes mellitus with ophthalm comps
Aurum	Medcode	TYPE 2 DIABETES	587521000006111	Non-insulin-dependent diabetes mellitus with renal comps
Aurum	Medcode	TYPE 2 DIABETES	616481000006119	Diabetes mellitus, adult onset, + neurological manifestation
Aurum	Medcode	TYPE 2 DIABETES	616491000006116	Diabetes mellitus, adult onset, + ophthalmic manifestation
Aurum	Medcode	TYPE 2 DIABETES	616501000006112	Diabetes mellitus, adult onset, + unspecified complication
Aurum	Medcode	TYPE 2 DIABETES	616511000006110	Diabetes mellitus, adult onset, no mention of complication
Aurum	Medcode	TYPE 2 DIABETES	616531000006116	Diabetes mellitus, adult onset, with ketoacidosis
Aurum	Medcode	TYPE 2 DIABETES	616541000006114	Diabetes mellitus, adult onset, with ketoacidotic coma
Aurum	Medcode	TYPE 2 DIABETES	616551000006111	Diabetes mellitus, adult onset, with renal manifestation
Aurum	Medcode	TYPE 2 DIABETES	616561000006113	Diabetes mellitus, adult with gangrene
Aurum	Medcode	TYPE 2 DIABETES	616571000006118	Diabetes mellitus, adult, + other specified manifestation
Aurum	Medcode	TYPE 2 DIABETES	616581000006115	Diabetes mellitus, adult, + peripheral circulatory disorder
Aurum	Medcode	TYPE 2 DIABETES	641581000006115	Non-insulin-dependent diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 2 DIABETES	674961000006118	NIDDM with peripheral circulatory disorder
Aurum	Medcode	TYPE 2 DIABETES	73466011	Non-insulin dependent diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	840951000006119	Insulin treated Type 2 diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	841351000006110	Insulin treated Type II diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	84471000006119	Type 2 diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	84481000006116	Type 2 diabetes mellitus - poor control
Aurum	Medcode	TYPE 2 DIABETES	84491000006118	Type 2 diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 2 DIABETES	84501000006114	Type 2 diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 2 DIABETES	84511000006112	Type 2 diabetes mellitus with gangrene
Aurum	Medcode	TYPE 2 DIABETES	84521000006116	Type 2 diabetes mellitus with hypoglycaemic coma
Aurum	Medcode	TYPE 2 DIABETES	84531000006118	Type 2 diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 2 DIABETES	84541000006111	Type 2 diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 2 DIABETES	84551000006113	Type 2 diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 2 DIABETES	84561000006110	Type 2 diabetes mellitus with neurological complications
Aurum	Medcode	TYPE 2 DIABETES	84571000006115	Type 2 diabetes mellitus with neuropathic arthropathy
Aurum	Medcode	TYPE 2 DIABETES	84581000006117	Type 2 diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 2 DIABETES	84591000006119	Type 2 diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 2 DIABETES	84601000006110	Type 2 diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 2 DIABETES	84611000006113	Type 2 diabetes mellitus with renal complications
Aurum	Medcode	TYPE 2 DIABETES	84621000006117	Type 2 diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 2 DIABETES	84631000006119	Type 2 diabetes mellitus with ulcer
Aurum	Medcode	TYPE 2 DIABETES	84641000006112	Type 2 diabetes mellitus without complication
Aurum	Medcode	TYPE 2 DIABETES	84841000006113	Type II diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	84851000006110	Type II diabetes mellitus - poor control
Aurum	Medcode	TYPE 2 DIABETES	84861000006112	Type II diabetes mellitus with arthropathy
Aurum	Medcode	TYPE 2 DIABETES	84871000006117	Type II diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 2 DIABETES	84881000006119	Type II diabetes mellitus with gangrene
Aurum	Medcode	TYPE 2 DIABETES	84891000006116	Type II diabetes mellitus with hypoglycaemic coma
Aurum	Medcode	TYPE 2 DIABETES	84901000006117	Type II diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 2 DIABETES	84911000006119	Type II diabetes mellitus with multiple complications
Aurum	Medcode	TYPE 2 DIABETES	84921000006110	Type II diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 2 DIABETES	84941000006115	Type II diabetes mellitus with neuropathic arthropathy
Aurum	Medcode	TYPE 2 DIABETES	84951000006118	Type II diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 2 DIABETES	84961000006116	Type II diabetes mellitus with peripheral angiopathy
Aurum	Medcode	TYPE 2 DIABETES	84971000006111	Type II diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 2 DIABETES	84981000006114	Type II diabetes mellitus with renal complications
Aurum	Medcode	TYPE 2 DIABETES	84991000006112	Type II diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 2 DIABETES	85001000006117	Type II diabetes mellitus with ulcer
Aurum	Medcode	TYPE 2 DIABETES	85011000006119	Type II diabetes mellitus without complication
Aurum	Medcode	TYPE 2 DIABETES	850691000006118	Hyperosmolar non-ketotic state in type 2 diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	881451000006113	Diabetes mellitus -adult onset
Aurum	Medcode	TYPE 2 DIABETES	914031000006118	Type 2 diabetes mellitus with renal complications
Aurum	Medcode	TYPE 2 DIABETES	914041000006111	Type II diabetes mellitus with renal complications
Aurum	Medcode	TYPE 2 DIABETES	914051000006113	Type 2 diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 2 DIABETES	914061000006110	Type II diabetes mellitus with ophthalmic complications
Aurum	Medcode	TYPE 2 DIABETES	914071000006115	Type 2 diabetes mellitus with neurological complications
Aurum	Medcode	TYPE 2 DIABETES	914081000006117	Type II diabetes mellitus with neurological complications
Aurum	Medcode	TYPE 2 DIABETES	914151000006112	Type 2 diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 2 DIABETES	914161000006114	Type II diabetes mellitus with retinopathy
Aurum	Medcode	TYPE 2 DIABETES	914221000006113	Type 2 diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 2 DIABETES	914231000006111	Type II diabetes mellitus with mononeuropathy
Aurum	Medcode	TYPE 2 DIABETES	914241000006118	Type 2 diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 2 DIABETES	914251000006116	Type II diabetes mellitus with polyneuropathy
Aurum	Medcode	TYPE 2 DIABETES	914271000006114	Type II diabetes mellitus with nephropathy
Aurum	Medcode	TYPE 2 DIABETES	914301000006111	Type 2 diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 2 DIABETES	914311000006114	Type II diabetes mellitus with diabetic cataract
Aurum	Medcode	TYPE 2 DIABETES	914391000006116	Insulin treated Type 2 diabetes mellitus
Aurum	Medcode	TYPE 2 DIABETES	928541000006117	Type 2 diabetes mellitus with persistent proteinuria
Aurum	Medcode	TYPE 2 DIABETES	928551000006115	Type II diabetes mellitus with persistent proteinuria
Aurum	Medcode	TYPE 2 DIABETES	928561000006118	Type 2 diabetes mellitus with persistent microalbuminuria
Aurum	Medcode	TYPE 2 DIABETES	928571000006113	Type II diabetes mellitus with persistent microalbuminuria
Aurum	Medcode	TYPE 2 DIABETES	928581000006111	Type 2 diabetes mellitus with ketoacidosis
Aurum	Medcode	TYPE 2 DIABETES	928591000006114	Type II diabetes mellitus with ketoacidosis
Aurum	Medcode	TYPE 2 DIABETES	928601000006118	Type 2 diabetes mellitus with ketoacidotic coma
Aurum	Medcode	TYPE 2 DIABETES	928611000006115	Type II diabetes mellitus with ketoacidotic coma
Aurum	Medcode	TYPE 2 DIABETES	938321000006116	Type 2 diabetes mellitus with exudative maculopathy
Aurum	Medcode	TYPE 2 DIABETES	938331000006118	Type II diabetes mellitus with exudative maculopathy
Aurum	Medcode	ANXIETY	11927061000006111	Hospital anxiety and depression scale
Aurum	Medcode	ANXIETY	1210253015	Panic disorder
Aurum	Medcode	ANXIETY	12127531000006113	Recurrent mild major depressive disorder co-occurrent with anxiety
Aurum	Medcode	ANXIETY	12127541000006115	Recurrent severe major depressive disorder co-occurrent with anxiety
Aurum	Medcode	ANXIETY	12127551000006118	Recurrent moderate major depressive disorder co-occurrent with anxiety
Aurum	Medcode	ANXIETY	12127561000006116	Recurrent major depressive disorder co-occurrent with anxiety in full remission
Aurum	Medcode	ANXIETY	12127571000006111	Recurrent major depressive disorder in partial remission co-occurrent with anxiety
Aurum	Medcode	ANXIETY	138401000006119	Social phobic disorders
Aurum	Medcode	ANXIETY	1488717011	C/O - panic attack
